2,0,9358.848447747343,0
3,9,12188.943335945703,0
4,4,14980.54434323133,1
5,10,23513.33556858952,1
6,8,39045.65844180548,0
7,2,22949.806017758707,0
8,10,39817.577702121096,0
9,8,21325.02666453232,0
10,7,22530.7490149241,0
0,0,10282.31883584945,1
1,9,11812.631991800159,0
2,0,11205.620735154116,0
3,8,14294.576439554365,0
4,8,15112.723365766864,0
5,8,21141.618393331635,0
6,2,23200.648236515117,0
7,8,30163.117239409024,0
8,7,21751.777367186387,0
9,6,21594.873579740277,00,0,8310.220892759937,1
1,7,9276.46955974949,0
2,1,11224.894184170684,1
3,0,9734.738842532772,0
4,0,10630.4120476307,0
5,8,35524.45387751199,0
6,1,24984.996672564106,0
7,9,36624.22152225944,0
8,7,25164.4649383926,0
9,4,21223.819028331527,0
0,1,12724.06374802138,1
1,8,10146.486933457301,0
2,1,9422.514887958809,1
3,7,14882.48503226211,0
4,0,13262.038353170938,0
5,8,33271.082075543076,0
6,2,21825.34786777603,0
7,8,28413.868706055953,0
8,6,19499.446735564412,0
9,3,18208.58486084448,0
0,2,10774.853578341961,1
1,11,11652.521344685429,0
2,10,13680.608118598931,0
3,1,13659.717136693846,0
4,5,20404.076896819122,0
5,11,24564.30694761476,0
6,4,26031.54002546497,0
7,11,30238.92750380592,0
8,5,19837.63794069887,0
9,5,14301.42725104542,0
0,3,15293.497583835537,1
1,10,12275.483039327099,0
2,9,15154.239355726546,0
3,7,18653.816741972398,0
4,9,35591.56649579051,0
5,2,24107.361352374024,0
6,9,35481.94114339363,0
7,4,22761.48839882478,0
8,9,19563.737273475526,0
9,9,19563.737273475526,0
0,2,13647.42166126815,1
1,8,23653.672508992233,0
2,8,15720.079171954967,0
3,9,15031.304687351809,0
4,9,27900.82865579114,1
5,7,24338.770958230554,0
6,9,27981.841765696292,0
7,1,20787.73684784109,0
8,8,15746.347988570209,0
0,3,18278.322375249034,1
1,10,16977.47856378245,0
2,2,13825.068089038443,0
3,2,18917.125237588945,0
4,10,29028.3754784872,0
5,2,23358.223669494975,0
6,10,40563.222749097855,0
7,0,18496.722926116454,0
0,3,8119.248890955813,1
1,3,9164.550676815477,1
2,3,10223.271396908167,1
3,10,29674.363845056607,0
4,10,33313.1265645783,0
5,4,22919.531197221135,0
6,10,39230.54466644247,0
7,9,15506.344393173611,0
0,3,8759.017036216614,1
1,3,9634.24499233994,1
2,3,9306.896751250479,0
3,11,29083.09449368916,0
4,10,16114.654655838869,0
5,5,22693.674094998678,0
6,8,41514.41124789598,0
7,1,17275.084526438,0
0,1,8398.082878467894,1
1,1,4722.066431977839,1
2,1,11521.867383381654,0
3,12,31118.506443054182,0
4,11,15840.346240930441,0
5,2,21360.430985861156,0
6,12,45214.62184346802,0
7,3,14410.049797697156,0
0,0,8984.512804591504,1
1,0,5445.204809602413,1
2,2,8543.862349559535,0
3,13,37501.08212264184,1
4,11,24696.48945441041,0
5,5,20371.382862883474,0
6,9,37727.21910069207,0
7,3,10605.73274881191,0
8,12,14072.669864899692,0
