0,3,21333.465303107605,0
1,8,69339.99230814104,0
2,2,15586.639113976782,0
3,8,12033.092753603309,0
4,0,16823.0222712877,0
5,0,12274.874922662624,0
6,2,14126.280902991164,0
7,8,24282.200342368094,1
8,8,11595.276955807389,0
9,8,16182.830393182143,0
10,8,17307.275228997576,0
0,3,19785.19143643405,0
1,8,59572.59824115018,0
2,7,16638.53058198692,0
3,0,9025.650941466849,0
4,0,18854.9622561234,0
5,0,10089.68841978252,0
6,0,11607.286420680355,0
7,8,19221.963790526857,1
8,8,10595.42446810516,0
9,8,15350.20284409478,0
0,4,19956.72232476912,0
1,10,35932.1431755799,0
2,1,18231.625210656894,0
3,0,12038.777059740278,0
4,0,12483.070904094891,0
5,1,10447.459479601808,0
6,10,17886.65049277233,1
7,0,10978.091012336185,0
8,10,11928.544039479515,0
9,0,13654.956192142196,0
0,3,21403.819621215338,0
1,10,42220.621423163015,0
2,1,20814.743940578155,0
3,0,10969.30294836122,0
4,0,15372.50613422347,0
5,1,15114.998070634156,0
6,1,13697.071061885541,0
7,10,19634.206564592074,1
8,0,9889.644433546211,0
9,10,9228.31083776318,0
10,5,15959.815333489045,0
0,3,20766.444317658294,0
1,8,32595.922539660267,0
2,0,20484.819100373465,0
3,0,8689.808374285798,0
4,0,13483.20448870562,0
5,1,13875.941164031974,0
6,1,14654.601091549912,0
7,8,15053.529965469053,1
8,0,9181.805296722843,0
9,8,8300.203929130967,0
10,0,14323.500782029343,0
0,3,17781.41643580858,0
1,4,36309.70618103642,0
2,9,20462.323608697632,0
3,0,17595.197400242236,0
4,4,12227.685329046588,0
5,1,11371.271058751841,0
6,0,14200.890319494341,0
7,4,16344.852306467159,0
8,10,19175.04230897442,1
9,1,11715.22223775488,0
10,10,9504.765152506798,0
0,3,17771.924664519356,0
1,11,32074.64818684935,0
2,10,19527.747851763597,0
3,6,14651.924288415243,0
4,1,11048.926036310033,0
5,1,17225.301698282765,0
6,11,16890.101069369637,1
7,1,9568.502473321687,0
8,11,11166.650388174301,0
0,3,16105.228087435109,0
1,10,36910.9375656574,0
2,9,15942.561565046946,0
3,0,11024.374266672832,0
4,9,17461.271715772345,0
5,1,11504.719801073605,0
6,10,20024.295936069,1
7,0,10284.182089290738,0
8,10,14360.991391256724,0
0,3,15914.389745112978,0
1,12,26150.88599750364,0
2,0,15498.662761439242,0
3,0,9853.691001660727,0
4,6,19261.26354623223,0
5,0,10023.77178356122,0
6,1,16343.433890125003,0
7,1,13449.904414871105,0
8,12,16299.02370222621,1
9,0,9369.7477283804,0
10,12,8828.168692370742,0
0,3,13957.607025449124,0
1,11,39232.89519046661,0
2,9,19461.28629526058,0
3,0,11667.580626962485,0
4,0,11087.181322447392,0
5,9,16531.343107849945,0
6,9,23281.546382155295,1
7,11,22156.428624501375,1
8,11,13547.937296338312,0
0,3,15361.492517843155,0
1,14,42396.636527891504,0
2,13,16831.53104961242,0
3,0,10950.086374056498,0
4,1,11497.973417592057,0
5,1,17612.993909674315,0
6,14,21039.006145032057,1
0,3,14481.458429868064,0
1,10,39863.87680394875,0
2,9,17593.65266370326,0
3,9,11221.146741886334,0
4,1,10631.834148086227,0
5,1,15169.220746252944,0
6,1,14821.750716162234,0
7,10,16661.820312590593,1
0,3,16041.395994666902,0
1,12,33538.56227253346,0
2,10,17122.363886808234,0
3,0,9276.125480442011,0
4,1,11662.920957962138,0
5,9,15079.911219331221,1
6,10,14818.032411650578,1
7,12,11567.545469835823,1
0,3,16034.290496936868,0
1,12,34102.04228488019,0
2,1,21879.579434826825,0
3,12,11843.645927461914,0
4,0,12903.173561890537,0
5,0,13737.191056089547,0
6,1,17105.739124475585,0
7,12,12278.988578767377,1
0,3,14603.672409066567,0
1,12,79773.70788063701,0
2,12,19920.875222023464,0
3,0,8448.350890353155,0
4,0,9614.877911877076,0
5,0,11611.711275704845,0
6,1,14616.890036548692,0
7,15,88153.48470085156,0
8,0,12150.35847654942,0
0,3,14290.722492625991,0
1,11,56924.93973372077,0
2,8,21334.932931741652,0
3,0,8224.736720173853,0
4,0,17612.414757979637,0
5,0,13470.68104205875,0
6,1,12843.41736999065,0
7,11,91954.8078778257,0
0,3,14136.582395184632,0
1,13,33836.08380807492,0
2,11,17999.597725091706,0
3,0,11939.549572137745,0
4,0,11604.188301179347,0
5,0,10176.872632618602,0
6,13,15277.72616771482,0
7,13,14304.406003522177,1
0,2,12559.919863584797,0
1,12,33449.613111323386,0
2,11,15740.340173850616,0
3,0,12171.225573283416,0
4,0,21566.452153581926,0
5,0,10904.184308898824,0
6,0,10918.574255316507,0
7,12,14341.335433979624,0
8,12,15422.556351849347,1
9,0,16434.138951205263,0
0,2,12858.29735459489,0
1,13,63259.801291673095,0
2,10,18091.418371015563,0
3,10,11108.910673458344,0
4,0,16631.400353688507,0
5,1,10250.257460004043,0
6,1,18786.64969402627,0
7,13,46190.004815029424,0
0,2,12104.917248273234,0
1,11,39958.74930281652,0
2,10,15823.075628652461,0
3,10,15182.240939618852,0
4,0,12531.228369990191,0
5,0,10349.749782019657,0
6,0,11693.41728841455,0
7,11,13280.889741079043,0
8,11,12509.060817096552,1
9,0,14818.431435363233,0
0,4,16027.55215741056,0
1,10,17187.707873812196,0
2,2,14337.74471639754,0
3,4,22152.109013633628,0
4,0,19684.242589307694,0
5,0,12649.587063180701,0
6,3,12383.305484188873,1
7,2,13447.231567552835,0
8,5,23686.831484911272,1
9,0,30969.207405452995,0
10,0,14046.511058290786,0
0,2,14012.136464109779,0
1,7,19674.397174410173,0
2,2,12603.331927039617,0
3,2,25692.303005672227,0
4,6,21711.080710839466,0
5,0,28361.99202790459,1
6,6,11906.046426680512,1
7,1,21718.537038077193,1
8,2,11246.145046404967,1
9,3,23771.94654699208,1
10,0,12540.150987173225,0
0,2,14774.11259584351,0
1,8,21699.03486611423,0
2,3,14798.789179918746,0
3,2,25030.14144109052,0
4,3,25416.238537162943,0
5,7,13620.350849122686,0
6,7,13641.337921283031,1
7,2,10874.416594829274,1
8,3,19015.830998805322,1
9,0,15468.695916194518,0
0,2,14019.110527680681,0
1,8,21864.354117280876,0
2,2,13990.989141560454,0
3,7,23977.452446929936,0
4,6,21426.56379126484,0
5,0,11087.93823579897,0
6,6,13487.815377319159,0
7,1,8163.541983412931,1
8,2,10084.30732994285,1
9,3,18650.443310192528,1
10,7,9282.587571651775,0
0,7,15080.89581502739,0
1,8,20618.09758379736,0
2,2,20412.553083702078,0
3,6,26070.784859321495,0
4,6,12620.815933716036,0
5,1,9319.614279364012,1
6,2,10918.356968349459,1
7,3,22695.277500375712,1
0,3,14563.618344883631,0
1,8,13131.04306906218,0
2,3,10555.501095846897,0
3,3,15941.005940906729,0
4,7,20149.40492760415,0
5,8,17599.778148415913,0
6,3,12377.949826633729,0
7,8,14953.958121779448,0
8,3,10197.06911413961,1
9,4,22439.220916478167,1
0,3,14150.759230252519,0
1,8,15202.62751843071,0
2,1,11572.583543276725,0
3,3,27709.366586509776,0
4,7,17308.497903428513,0
5,1,12491.468697635022,0
6,1,14912.674001866464,0
7,0,11578.835007240315,0
8,3,12392.023754833252,1
9,4,20606.701412875093,1
0,5,12832.5445788635,0
1,8,14418.335440368319,0
2,0,18347.722569321282,0
3,5,10321.111917043985,0
4,2,27602.345596553292,0
5,5,16115.454033337179,0
6,8,21813.873775606946,0
7,0,18534.21002100858,0
8,1,17418.177927281627,1
9,5,8767.001251626087,0
10,0,33820.734438524865,0
0,1,15236.273462702786,0
1,8,13076.721188511327,0
2,8,19487.511571292966,0
3,1,11154.624932192943,0
4,3,12803.172909382698,0
5,1,18583.28444936664,0
6,8,22699.155053804756,0
7,1,13661.732742289478,0
8,2,13044.788737760653,1
9,1,11912.761058203907,0
10,7,23949.035567736493,0
0,0,15293.231871211068,0
1,8,14062.198234447467,0
2,3,9656.681555841158,0
3,2,24812.364619904307,0
4,7,15333.276204977483,0
5,6,12910.253859174216,0
6,1,11960.545600711483,1
7,2,15149.145500147863,0
8,0,12260.249287942706,0
9,7,26826.0137068405,0
0,8,12378.095784155843,0
1,8,9975.937730070942,0
2,3,9256.368792782612,0
3,2,15278.793644673933,0
4,7,18204.33040072144,0
5,6,14388.43735374713,0
6,6,10539.03990138002,0
7,1,8901.790114898638,1
8,0,12775.175833365063,0
9,5,24955.701397496116,0
0,9,16689.80079745355,0
1,9,14344.01201867667,0
2,4,12510.30154320845,0
3,4,12450.066997118423,0
4,4,10143.195219078258,0
5,0,20492.74542625796,0
6,0,9796.727481460355,0
7,8,11504.19776044703,0
8,8,9263.770606536887,1
9,1,16756.44406780985,0
10,4,10621.18950089004,0
11,5,24141.855113075246,0
0,2,13966.875847848589,0
1,7,13947.288966035496,0
2,0,14674.200925638,0
3,0,17066.30780966581,0
4,0,10757.877466861879,0
5,6,18766.003196302765,0
6,0,11735.529239697844,0
7,7,13428.676472755276,0
8,0,13960.777742653465,0
9,6,14338.782050902499,0
10,6,21756.182047269696,0
0,0,16093.109133547048,0
1,7,18022.248224471445,0
2,5,16706.307957272606,0
3,0,14755.764871571273,0
4,6,17279.970837336587,0
5,7,26525.203213984954,0
6,0,12937.088847018398,0
7,1,11702.361363008913,1
8,7,13226.622243763351,0
9,6,14203.499444405845,0
10,6,27701.8809013238,0
11,0,19619.156380539163,0
0,3,14880.071590714724,0
1,1,17989.922406360056,0
2,6,16236.303444920602,0
3,5,8320.735946690791,0
4,5,18431.370681153538,0
5,5,13522.759265906734,0
6,7,27005.3455331335,0
7,3,11557.166739971177,0
8,1,10802.60911419034,0
9,5,7764.81036213732,0
10,5,22557.547358722426,0
0,6,12585.175272808065,0
1,5,26277.00581524185,0
2,3,16358.795531332362,0
3,2,17358.230581534513,0
4,5,13101.054050997354,0
5,5,15574.283423576475,0
6,6,30197.404060394183,0
7,2,13345.372369865505,0
8,0,16254.956025082556,1
9,5,7980.434946958694,0
10,3,26743.284678951575,0
11,6,13068.116169088727,0
0,9,16710.021541991337,0
1,2,17040.47491965504,0
2,3,9718.68647389138,0
3,3,15364.310565088479,0
4,8,25795.648381121126,0
5,3,12111.202687654648,0
6,9,10760.091853898659,0
7,3,18486.56401426989,0
8,6,10749.51732326459,0
9,3,20660.982443072866,1
0,9,18617.79453216662,0
1,6,9265.050839524352,0
2,6,13080.170773769578,0
3,5,16515.90324091699,0
4,9,30182.95680741158,0
5,5,14082.733868487554,0
6,8,13315.02329575591,1
7,5,18391.10029999003,0
8,5,13976.361480962349,0
9,5,18222.944128562493,1
10,6,14142.527322335565,0
0,4,12067.638007613048,0
1,9,11735.250865244783,0
2,7,10280.171025149193,0
3,7,10393.641326089253,0
4,5,14615.223833817687,0
5,1,15180.644264169037,0
6,6,18381.520301897042,0
7,7,9958.302573597006,0
8,2,15809.318460450346,0
9,7,9976.292815655088,0
10,5,16953.89839533933,1
0,3,13075.791413055924,0
1,3,95257.21927977973,0
2,1,203512.54989331966,0
3,3,46964.6996471614,0
4,1,42934.14855191801,0
5,3,9187.163967692413,1
6,3,24759.767770465907,0
0,1,18546.46499877542,0
1,3,51742.740472809426,1
2,3,149543.49678502613,0
3,3,49036.383878223314,0
4,1,52876.13424848005,0
5,3,7834.741525336172,1
6,3,20844.691334657524,0
0,1,23459.67261572236,0
1,3,65477.335243566835,1
2,3,160247.1910096233,0
3,1,58619.6825671448,0
4,3,9227.657507512846,1
5,3,18794.107899149334,0
0,3,23004.889048558605,0
1,3,46116.17840637281,0
2,3,118242.09493578516,0
3,1,38398.72411581976,0
4,3,7156.165438115246,1
5,3,16917.848116644054,0
0,1,17306.367599124507,0
1,3,53735.77820704141,0
2,3,163245.09900158056,0
3,1,41575.735027192546,0
4,1,40277.31779617994,0
5,3,8483.740144837484,1
0,1,14826.749743678878,0
1,1,14826.749743678878,0
2,3,44296.784187597514,0
3,2,170291.83373668935,0
4,1,50917.3962684858,0
5,3,7734.6425962839785,1
0,1,16934.628710897683,0
1,1,20204.44208350708,0
2,3,61558.16224795763,0
3,3,135796.87070324473,0
4,1,55431.06472902259,0
5,3,12659.70317215913,1
0,1,21208.919025573414,0
1,1,21400.036812138635,0
2,3,98254.19831504178,0
3,3,86734.08631616044,0
4,1,67437.88371079526,0
5,3,11829.97087263772,1
0,3,19170.836105358576,0
1,3,21714.952340620548,0
2,1,78610.51506561361,0
3,3,108611.72422966249,0
4,1,60357.200340954994,0
5,3,11886.74301518573,1
6,3,10768.921365825583,1
0,1,25876.10075089382,0
1,1,25876.10075089382,0
2,3,45434.65280115751,0
3,3,65086.034084128085,0
4,3,18075.460096836207,0
5,3,53445.712187020225,0
6,3,12443.323284958184,1
7,3,13274.512627847746,1
0,1,25028.29586921283,0
1,1,24666.99095447123,0
2,3,35622.10232331745,0
3,3,64432.96752564046,0
4,1,41607.278913072165,0
5,3,13161.877220545077,1
0,1,25612.17184698171,0
1,3,25023.257711773782,0
2,3,37449.56709937261,0
3,2,170707.31713337242,0
4,3,96086.43020469588,0
5,3,91440.75248208249,0
6,3,17129.85866028347,1
0,1,18268.459871056155,0
1,1,18268.459871056155,0
2,3,66430.12086090988,0
3,3,66626.11660475325,0
4,1,61774.09204109091,0
5,3,14347.242933593474,1
0,3,15214.95034641674,0
1,3,24810.573979561508,0
2,3,23182.4401793302,0
3,3,52869.85798771928,0
4,3,153303.9885147368,0
5,1,32764.27043187932,0
6,3,19550.133593645056,0

0,3,20808.686192778187,0
1,3,18211.293393751155,0
2,3,18211.293393751155,0
3,3,65352.1407786992,0
4,3,88023.92435680464,0
5,1,59578.7208623004,0
6,3,12121.893646564255,1
0,3,37332.66674679907,0
1,1,23574.15193940421,0
2,1,22455.227946426876,0
3,1,93470.38576773152,0
4,3,108304.25947377253,0
5,3,59825.426238141816,0
0,3,24592.61458061542,0
1,1,22185.453534286957,0
2,1,21939.858618299113,0
3,3,58729.33089697511,0
4,2,152343.7323869886,0
5,1,71142.37057440315,0
0,2,34195.386831079435,0
1,1,19231.561023117156,0
2,1,22627.008132109142,0
3,3,63842.708258167986,0
4,3,67991.0349566513,0
5,3,47439.2658148568,0
6,3,47439.2658148568,0
0,2,34010.01093958479,0
1,1,24473.67769953495,0
2,1,23853.423398335195,0
3,3,79229.55671549472,0
4,2,117531.13171265024,0
5,1,57318.346843931926,0
6,1,65254.115949474726,0
0,4,16787.74534873696,0
1,2,36567.6534632968,0
2,1,25511.46315212358,0
3,1,26768.260139212747,0
4,4,101681.86962644762,0
5,2,114239.89631437234,0
6,1,44191.70603589906,0
0,3,28543.238050033106,0
1,2,40774.78755813196,0
2,3,21551.120350286874,0
3,3,21551.120350286874,0
4,3,38328.20597038098,0
5,2,127896.43006978481,0
6,3,36342.94528515316,0
0,1,12919.713045047243,1
1,11,12564.069994376565,0
